"Date","Strategy","Strategy ID","Broker","Exchange","Instrument","Underlying","Quantity","Price","Amount"
"01/Jun/2022(02:55)","KK_Donchian_Channel_NIFTY","5780673","TT Paper Trading","NFO","OPTIDX_NIFTY_02JUN2022_CE_16550","NIFTY 50","-50","INR 44","INR -2200"
"01/Jun/2022(02:55)","KK_Donchian_Channel_NIFTY","5780673","TT Paper Trading","NFO","OPTIDX_NIFTY_02JUN2022_CE_16600","NIFTY 50","50","INR 29.85","INR 1492.5"
"01/Jun/2022(02:20)","KK_Donchian_Channel_NIFTY","5780673","TT Paper Trading","NFO","OPTIDX_NIFTY_02JUN2022_PE_16450","NIFTY 50","-50","INR 83.5","INR -4175"
"01/Jun/2022(02:20)","KK_Donchian_Channel_NIFTY","5780673","TT Paper Trading","NFO","OPTIDX_NIFTY_02JUN2022_PE_16500","NIFTY 50","50","INR 108.55","INR 5427.5"
"01/Jun/2022(01:30)","KK_Donchian_Channel_NIFTY","5780673","TT Paper Trading","NFO","OPTIDX_NIFTY_02JUN2022_PE_16500","NIFTY 50","-50","INR 92.35","INR -4617.5"
"01/Jun/2022(01:30)","KK_Donchian_Channel_NIFTY","5780673","TT Paper Trading","NFO","OPTIDX_NIFTY_02JUN2022_PE_16550","NIFTY 50","50","INR 118.8","INR 5940"
"01/Jun/2022(12:30)","KK_Donchian_Channel_NIFTY","5780673","TT Paper Trading","NFO","OPTIDX_NIFTY_02JUN2022_CE_16600","NIFTY 50","-50","INR 75.75","INR -3787.5"
"01/Jun/2022(12:30)","KK_Donchian_Channel_NIFTY","5780673","TT Paper Trading","NFO","OPTIDX_NIFTY_02JUN2022_CE_16650","NIFTY 50","50","INR 55","INR 2750"
"01/Jun/2022(10:00)","KK_Donchian_Channel_NIFTY","5780673","TT Paper Trading","NFO","OPTIDX_NIFTY_02JUN2022_CE_16700","NIFTY 50","50","INR 40.9","INR 2045"
"01/Jun/2022(10:00)","KK_Donchian_Channel_NIFTY","5780673","TT Paper Trading","NFO","OPTIDX_NIFTY_02JUN2022_CE_16650","NIFTY 50","-50","INR 56.45","INR -2822.5"
"01/Jun/2022(09:20)","KK_Donchian_Channel_NIFTY","5780673","TT Paper Trading","NFO","OPTIDX_NIFTY_02JUN2022_CE_16700","NIFTY 50","-50","INR 75.4","INR -3770"
"01/Jun/2022(09:20)","KK_Donchian_Channel_NIFTY","5780673","TT Paper Trading","NFO","OPTIDX_NIFTY_02JUN2022_PE_16550","NIFTY 50","-50","INR 72","INR -3600"
"31/May/2022(03:15)","KK_Donchian_Channel_NIFTY","5780673","TT Paper Trading","NFO","OPTIDX_NIFTY_02JUN2022_PE_16600","NIFTY 50","50","INR 143.35","INR 7167.5"
"31/May/2022(03:15)","KK_Donchian_Channel_NIFTY","5780673","TT Paper Trading","NFO","OPTIDX_NIFTY_02JUN2022_CE_16700","NIFTY 50","50","INR 47.6","INR 2380"
"31/May/2022(02:05)","KK_Donchian_Channel_NIFTY","5780673","TT Paper Trading","NFO","OPTIDX_NIFTY_02JUN2022_CE_16700","NIFTY 50","-50","INR 107.45","INR -5372.5"
"31/May/2022(02:05)","KK_Donchian_Channel_NIFTY","5780673","TT Paper Trading","NFO","OPTIDX_NIFTY_02JUN2022_CE_16650","NIFTY 50","50","INR 135.15","INR 6757.5"
"31/May/2022(11:50)","KK_Donchian_Channel_NIFTY","5780673","TT Paper Trading","NFO","OPTIDX_NIFTY_02JUN2022_PE_16600","NIFTY 50","-50","INR 112.7","INR -5635"
"31/May/2022(11:50)","KK_Donchian_Channel_NIFTY","5780673","TT Paper Trading","NFO","OPTIDX_NIFTY_02JUN2022_PE_16550","NIFTY 50","50","INR 92.2","INR 4610"
"31/May/2022(11:20)","KK_Donchian_Channel_NIFTY","5780673","TT Paper Trading","NFO","OPTIDX_NIFTY_02JUN2022_PE_16500","NIFTY 50","50","INR 66.6","INR 3330"
"31/May/2022(11:20)","KK_Donchian_Channel_NIFTY","5780673","TT Paper Trading","NFO","OPTIDX_NIFTY_02JUN2022_PE_16550","NIFTY 50","-50","INR 83","INR -4150"
"31/May/2022(09:40)","KK_Donchian_Channel_NIFTY","5780673","TT Paper Trading","NFO","OPTIDX_NIFTY_02JUN2022_PE_16500","NIFTY 50","-50","INR 105","INR -5250"
"31/May/2022(09:40)","KK_Donchian_Channel_NIFTY","5780673","TT Paper Trading","NFO","OPTIDX_NIFTY_02JUN2022_PE_16550","NIFTY 50","50","INR 127.5","INR 6375"
"31/May/2022(09:25)","KK_Donchian_Channel_NIFTY","5780673","TT Paper Trading","NFO","OPTIDX_NIFTY_02JUN2022_PE_16550","NIFTY 50","-50","INR 123.35","INR -6167.5"
"31/May/2022(09:25)","KK_Donchian_Channel_NIFTY","5780673","TT Paper Trading","NFO","OPTIDX_NIFTY_02JUN2022_PE_16600","NIFTY 50","50","INR 148","INR 7400"
"31/May/2022(09:20)","KK_Donchian_Channel_NIFTY","5780673","TT Paper Trading","NFO","OPTIDX_NIFTY_02JUN2022_PE_16600","NIFTY 50","-50","INR 133.4","INR -6670"
"31/May/2022(09:20)","KK_Donchian_Channel_NIFTY","5780673","TT Paper Trading","NFO","OPTIDX_NIFTY_02JUN2022_CE_16650","NIFTY 50","-50","INR 88.6","INR -4430"
"30/May/2022(03:15)","KK_Donchian_Channel_NIFTY","5780673","TT Paper Trading","NFO","OPTIDX_NIFTY_02JUN2022_PE_16600","NIFTY 50","50","INR 112.45","INR 5622.5"
"30/May/2022(03:15)","KK_Donchian_Channel_NIFTY","5780673","TT Paper Trading","NFO","OPTIDX_NIFTY_02JUN2022_CE_16650","NIFTY 50","50","INR 126.85","INR 6342.5"
"30/May/2022(02:55)","KK_Donchian_Channel_NIFTY","5780673","TT Paper Trading","NFO","OPTIDX_NIFTY_02JUN2022_CE_16650","NIFTY 50","-50","INR 132.85","INR -6642.5"
"30/May/2022(02:55)","KK_Donchian_Channel_NIFTY","5780673","TT Paper Trading","NFO","OPTIDX_NIFTY_02JUN2022_CE_16700","NIFTY 50","50","INR 106.85","INR 5342.5"
"30/May/2022(02:25)","KK_Donchian_Channel_NIFTY","5780673","TT Paper Trading","NFO","OPTIDX_NIFTY_02JUN2022_PE_16600","NIFTY 50","-50","INR 124.55","INR -6227.5"
"30/May/2022(02:25)","KK_Donchian_Channel_NIFTY","5780673","TT Paper Trading","NFO","OPTIDX_NIFTY_02JUN2022_PE_16650","NIFTY 50","50","INR 147.4","INR 7370"
"30/May/2022(12:25)","KK_Donchian_Channel_NIFTY","5780673","TT Paper Trading","NFO","OPTIDX_NIFTY_02JUN2022_PE_16650","NIFTY 50","-50","INR 141.6","INR -7080"
"30/May/2022(12:25)","KK_Donchian_Channel_NIFTY","5780673","TT Paper Trading","NFO","OPTIDX_NIFTY_02JUN2022_PE_16600","NIFTY 50","50","INR 119.4","INR 5970"
"30/May/2022(11:20)","KK_Donchian_Channel_NIFTY","5780673","TT Paper Trading","NFO","OPTIDX_NIFTY_02JUN2022_CE_16700","NIFTY 50","-50","INR 122.15","INR -6107.5"
"30/May/2022(11:20)","KK_Donchian_Channel_NIFTY","5780673","TT Paper Trading","NFO","OPTIDX_NIFTY_02JUN2022_CE_16650","NIFTY 50","50","INR 148.6","INR 7430"
"30/May/2022(11:10)","KK_Donchian_Channel_NIFTY","5780673","TT Paper Trading","NFO","OPTIDX_NIFTY_02JUN2022_PE_16600","NIFTY 50","-50","INR 116.95","INR -5847.5"
"30/May/2022(11:10)","KK_Donchian_Channel_NIFTY","5780673","TT Paper Trading","NFO","OPTIDX_NIFTY_02JUN2022_PE_16550","NIFTY 50","50","INR 98.35","INR 4917.5"
"30/May/2022(11:05)","KK_Donchian_Channel_NIFTY","5780673","TT Paper Trading","NFO","OPTIDX_NIFTY_02JUN2022_PE_16550","NIFTY 50","-50","INR 103.65","INR -5182.5"
"30/May/2022(11:05)","KK_Donchian_Channel_NIFTY","5780673","TT Paper Trading","NFO","OPTIDX_NIFTY_02JUN2022_PE_16500","NIFTY 50","50","INR 86.75","INR 4337.5"
"30/May/2022(11:00)","KK_Donchian_Channel_NIFTY","5780673","TT Paper Trading","NFO","OPTIDX_NIFTY_02JUN2022_PE_16500","NIFTY 50","-50","INR 86.35","INR -4317.5"
"30/May/2022(11:00)","KK_Donchian_Channel_NIFTY","5780673","TT Paper Trading","NFO","OPTIDX_NIFTY_02JUN2022_PE_16350","NIFTY 50","50","INR 48.7","INR 2435"
"30/May/2022(10:20)","KK_Donchian_Channel_NIFTY","5780673","TT Paper Trading","NFO","OPTIDX_NIFTY_02JUN2022_PE_16350","NIFTY 50","-50","INR 55.2","INR -2760"
"30/May/2022(10:20)","KK_Donchian_Channel_NIFTY","5780673","TT Paper Trading","NFO","OPTIDX_NIFTY_02JUN2022_PE_16300","NIFTY 50","50","INR 45.7","INR 2285"
"30/May/2022(10:08)","KK_Donchian_Channel_NIFTY","5780673","TT Paper Trading","NFO","OPTIDX_NIFTY_02JUN2022_PE_16300","NIFTY 50","-50","INR 44.45","INR -2222.5"
"30/May/2022(10:08)","KK_Donchian_Channel_NIFTY","5780673","TT Paper Trading","NFO","OPTIDX_NIFTY_02JUN2022_CE_16650","NIFTY 50","-50","INR 112.2","INR -5610"
